id,host_id,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365,airbnb_name,star,bedrooms,beds,baths
16162523,105494907,Evelyn,Hollywood Hills West,Private room,53,30,59,281,Home in Los Angeles,4.93,1,1,1
16072625,102870708,Joseph,East Hollywood,Entire home/apt,177,31,7,351,Rental unit in Hollywood,4.14,1,1,1
16169725,36115965,Alexandria,Venice,Entire home/apt,268,30,37,78,Guesthouse in Los Angeles,4.97,1,1,1
16072808,3743686,Grace,Los Feliz,Private room,68,30,142,178,Home in Los Angeles,4.97,1,1,1
16179988,11320430,Maya,Studio City,Entire home/apt,124,365,172,358,Guest suite in Los Angeles,4.91,1,2,1
16087228,28587322,Michael,Venice,Entire home/apt,205,180,1,0,Condo in Los Angeles,2 bedrooms,,2,2
16098026,33853472,Dylan,Hollywood Hills West,Entire home/apt,968,30,20,179,Home in Los Angeles,4.80,3,3,2.5
16188789,5177853,Anna,Mid-Wilshire,Entire home/apt,40,30,89,316,Guest suite in Los Angeles,4.79,1,1,1
16260880,74722705,Star,North Hollywood,Private room,50,30,2,83,Home in Los Angeles,1 bedroom,,5,2
16189358,100088112,Kimberly & John,Carthay,Entire home/apt,169,2,562,0,Guesthouse in Los Angeles,4.95,1,2,1
16262990,21097703,Christina,Mid-Wilshire,Entire home/apt,95,31,29,87,Rental unit in Los Angeles,4.93,1,1,1
16189600,4456469,Larissa,Silver Lake,Entire home/apt,191,2,245,76,Guesthouse in Los Angeles,4.96,1,1,1
16269737,2117841,Mark,Jefferson Park,Entire home/apt,174,13,1,351,Home in Los Angeles,2 bedrooms,,2,2
16272046,24009703,Carlos,Mid-City,Private room,77,30,31,225,Home in Los Angeles,4.90,1,1,1
16272809,406124,Olga And Maryna,Venice,Entire home/apt,214,30,0,89,Rental unit in Marina del Rey,1 bedroom,,1,1
16194732,88173225,Nany,Westlake,Private room,113,30,23,0,Boutique hotel in Downtown Los Angeles,4.70,0,1,1
16195071,25326961,Mike,Venice,Entire home/apt,82,31,26,347,Rental unit in Los Angeles,4.85,1,1,1
16282130,8713925,Cynthia,Eagle Rock,Entire home/apt,340,30,7,364,Home in Los Angeles,5.0,3,3,2
16286695,81151494,Juana,Venice,Entire home/apt,135,30,32,0,Rental unit in Los Angeles,4.84,1,1,1.5
16230158,2181112,Natalia,Valley Village,Private room,85,30,0,0,Rental unit in Los Angeles,1 bedroom,,1,1
16288205,40163894,Zora,Reseda,Entire home/apt,45,31,53,345,Guest suite in Reseda,4.81,1,1,1
16288358,9154838,Dee,Downtown,Private room,102,30,9,0,Loft in Los Angeles,4.67,1,1,1
16232400,4925501,John,Hollywood,Entire home/apt,225,30,71,364,Condo in Los Angeles,4.80,10,3,2.5
16288405,40163894,Zora,Reseda,Entire home/apt,55,31,18,337,"Guesthouse in Reseda,Los Angeles",4.83,1,1,1
16232426,106088402,Jorg,Fairfax,Entire home/apt,510,7,0,83,Home in West Hollywood,4 bedrooms,,4,2
16298264,12895801,John,San Pedro,Entire home/apt,1500,31,0,363,Place to stay in Los Angeles,1 bed,,,4
16298317,5994344,Jay,Palms,Entire home/apt,75,30,44,152,Rental unit in Los Angeles,4.95,0,1,1
16241555,1559936,Marilda,Hollywood,Entire home/apt,77,30,0,0,Rental unit in Los Angeles,Studio,,1,1
16301987,13156613,Piedra,Hollywood Hills,Entire home/apt,120,30,2,0,Rental unit in Los Angeles,2 bedrooms,,3,1
16303125,78724110,Mehran,Studio City,Private room,76,30,506,365,Home in Los Angeles,4.65,1,1,1
16310767,62402646,Azadeh,Westwood,Entire home/apt,95,30,2,0,Rental unit in Los Angeles,1 bedroom,,1,2
16312815,14727811,Amanda,Silver Lake,Entire home/apt,250,30,5,0,Home in Los Angeles,5.0,3,3,2.5
16249009,106240428,Michael,Valley Glen,Entire home/apt,150,30,0,0,Home in Los Angeles,2 bedrooms,,3,1
16251985,3114332,Narell,Beverly Grove,Private room,95,30,0,0,Rental unit in Los Angeles,1 bedroom,,1,1
16313970,70013236,David,Del Rey,Shared room,146,30,8,0,Rental unit in Los Angeles,3.75,1,2,1
16314058,42615458,Cathy,Mid-City,Private room,98,30,214,365,Home in Los Angeles,4.99,1,1,1
16315246,105752579,Carlos,Koreatown,Entire home/apt,167,30,169,233,Rental unit in Los Angeles,4.86,3,5,3
16321028,20827767,Maribel,Elysian Park,Private room,40,30,10,0,Rental unit in Los Angeles,4.90,1,1,1
16255396,21458609,At-Homeness Vacation Rentals,Venice,Entire home/apt,899,30,16,365,Home in Los Angeles,4.75,4,5,4
16255870,19298557,Ethan,Hollywood,Entire home/apt,110,31,7,365,Rental unit in Los Angeles,4.86,1,2,1
16321167,6454434,Cindy,El Sereno,Private room,164,30,17,83,Home in Los Angeles,4.59,3,1,1
16256112,603707,Katie,Venice,Entire home/apt,350,30,7,0,Home in Los Angeles,4.57,4,5,2.5
16256877,12982680,Theodore,Los Feliz,Entire home/apt,110,30,5,0,Rental unit in Los Angeles,4.80,1,1,1
16260863,74722705,Star,North Hollywood,Private room,43,30,5,365,Home in Los Angeles,5.0,1,1,1
16326596,103894453,Cristy,West Los Angeles,Private room,150,3,7,167,Guesthouse in Los Angeles,5.0,0,,1
16399072,106103946,Sheila,Mid-Wilshire,Private room,54,30,0,0,Condo in Los Angeles,1 bedroom,,3,2
16338422,105857834,Jill,Hollywood Hills,Entire home/apt,749,30,23,364,Home in Los Angeles,5.0,7,7,7
16405674,3392276,Amir,Pacific Palisades,Entire home/apt,45,30,28,365,Home in Pacific Palisades,4.64,1,2,1
16406232,10993537,Vahan,Los Feliz,Entire home/apt,75,30,11,0,Rental unit in Los Angeles,5.0,1,1,1
16407580,47591846,Grandpre Hospitality,Westwood,Entire home/apt,149,30,253,59,Rental unit in Los Angeles,4.84,2,2,2
16348597,26427208,Noah,Venice,Entire home/apt,120,30,3,0,Rental unit in Los Angeles,5.0,2,3,2
16408223,107506558,Michael,Westlake,Private room,39,30,1,0,Rental unit in Los Angeles,1 bedroom,,1,1
16349810,34660629,Kelly,Hollywood,Private room,70,30,4,0,Rental unit in Los Angeles,5.0,1,1,2
16350217,29448007,Justin,Venice,Entire home/apt,199,30,20,0,Home in Los Angeles,4.85,1,2,1
16408952,107214633,Joey,Hollywood,Entire home/apt,90,30,17,0,Rental unit in Los Angeles,4.41,1,1,1
16350872,12586721,Gali,Beverly Grove,Entire home/apt,158,30,3,0,Rental unit in Los Angeles,5.0,2,2,2
16414012,82194109,Michael,Westlake,Entire home/apt,72,30,66,350,Rental unit in Los Angeles,4.61,1,2,1
16351003,51550858,Evan,West Los Angeles,Private room,75,30,17,0,Rental unit in Los Angeles,4.76,1,1,1
16417395,31213126,Jeremy,Los Feliz,Entire home/apt,104,30,2,0,Rental unit in Los Angeles,1 bedroom,,1,1
16351140,103772079,Matthew,Echo Park,Entire home/apt,100,30,4,0,Home in Los Angeles,5.0,1,1,1
16351967,5703433,Maria,San Pedro,Entire home/apt,268,2,209,335,Townhouse in san pedro,4.94,3,3,2.5
16352680,34451212,Rina,Reseda,Private room,99,30,7,0,Earthen home in Los Angeles,4.71,1,1,1
16354676,71606834,Jim,Hollywood,Private room,69,31,186,242,Home in Los Angeles,4.70,1,1,2
16440523,5827980,Derek,Baldwin Hills/Crenshaw,Private room,61,1,30,89,Bungalow in Los Angeles,4.80,1,1,1
16367098,103894453,Cristy,West Los Angeles,Entire home/apt,514,3,42,338,Home in Los Angeles,4.71,4,7,4
16441426,146693,Anika,Koreatown,Entire home/apt,69,30,5,0,Rental unit in Los Angeles,4.40,0,1,1
16369295,304390751,Reed,Hollywood,Entire home/apt,145,30,18,0,Bungalow in Los Angeles,4.72,2,4,1
16441864,21236506,Ashley,Valley Village,Private room,50,30,27,0,Home in Los Angeles,4.96,1,1,1
16375657,5123520,Lea&Lenny,Hollywood,Entire home/apt,210,30,130,276,Home in Los Angeles,4.87,2,2,2
16377509,5958166,Angie,Hancock Park,Entire home/apt,342,30,9,363,Townhouse in Los Angeles,4.89,4,3,2.5
16464315,24448173,Scott,Del Rey,Entire home/apt,86,30,6,0,Rental unit in Los Angeles,4.17,1,1,1.5
16467383,36473903,Jeff,Venice,Entire home/apt,195,4,154,44,Guesthouse in Los Angeles,4.92,1,1,1
16381714,93773154,Erica,Silver Lake,Private room,140,3,72,173,Home in Los Angeles,4.92,1,1,1.5
16471220,28058962,Raphael,Studio City,Entire home/apt,89,30,11,363,Rental unit in Los Angeles,4.64,1,1,1
16471274,3805065,Erin,Silver Lake,Entire home/apt,75,30,0,0,Home in Los Angeles,1 bedroom,,1,1
16383381,73192868,Sabrina,Sherman Oaks,Entire home/apt,1000,32,0,337,Home in Los Angeles,5 bedrooms,,4,4
16476143,52713,Greg,Venice,Entire home/apt,119,30,11,0,Rental unit in Los Angeles,4.73,0,1,1
16476875,46394935,Frank And Belinda,Hollywood,Entire home/apt,90,30,152,365,Rental unit in Los Angeles,4.72,1,6,1
16392509,74076139,Nicole,Montecito Heights,Entire home/apt,125,30,59,62,Condo in Los Angeles,4.61,2,2,2
16392948,24737867,Ghazaleh,Mid-Wilshire,Entire home/apt,120,30,0,0,Condo in Los Angeles,1 bedroom,,1,2
16478847,108173135,Serena,Mid-Wilshire,Private room,89,30,19,28,Rental unit in Los Angeles,4.74,1,1,1
16480871,1455877,Tracy And Imelda,Jefferson Park,Entire home/apt,99,30,160,186,Home in Los Angeles,4.91,2,2,1
16601707,60229280,Chris,Sawtelle,Private room,180,30,0,0,Rental unit in Los Angeles,1 bedroom,,1,1
16486230,653812,Heather,Venice,Entire home/apt,449,5,58,71,Home in Los Angeles,4.88,3,4,2
16487273,8713925,Cynthia,Eagle Rock,Entire home/apt,439,30,5,337,Home in Los Angeles,5.0,4,5,2.5
16601782,53880106,Vanessa,Sherman Oaks,Private room,90,30,0,0,Rental unit in Los Angeles,1 bedroom,,1,1
16613509,109653796,Odile,Mar Vista,Entire home/apt,142,30,285,73,Guesthouse in Los Angeles,4.95,1,1,1
16496860,43862145,Frederica,Hollywood Hills West,Entire home/apt,150,30,0,177,Rental unit in Los Angeles,1 bedroom,,1,1
16498719,5827980,Derek,Baldwin Hills/Crenshaw,Private room,71,1,108,89,Guest suite in Los Angeles,4.68,1,1,1
16616875,14101783,Thierry,Eagle Rock,Entire home/apt,125,30,54,210,Guest suite in Los Angeles,5.0,1,2,1
16498996,108379628,Myung,Koreatown,Entire home/apt,100,30,101,0,Guest suite in Los Angeles,4.93,1,1,1
16499579,2633505,Morgann,East Hollywood,Entire home/apt,42,30,67,0,Rental unit in Los Angeles,4.72,0,1,1
16518322,95124985,Rade,Pacific Palisades,Private room,150,30,0,0,Home in pacific palisades,1 bedroom,,1,1
16617828,109702142,Dave,Mid-Wilshire,Entire home/apt,115,30,162,52,Home in Los Angeles,4.96,1,1,1
16620743,15689931,Travis,Hollywood,Entire home/apt,100,30,0,0,Rental unit in Los Angeles,1 bedroom,,1,1
16634568,108578367,Sima,Palms,Private room,3200,30,0,0,Rental unit in Los Angeles,1 bedroom,,1,1
16542748,108865532,Sha,Westwood,Entire home/apt,245,30,149,0,Rental unit in Los Angeles,4.42,3,4,2
16546662,4981837,Jeff,Sawtelle,Entire home/apt,230,30,57,301,Condo in Los Angeles,4.95,2,2,2
16546897,108916025,Radha,West Hills,Entire home/apt,80,31,24,0,Townhouse in Los Angeles,4.63,1,1,1
16546932,95305280,Andre,Hollywood,Entire home/apt,150,30,89,362,Rental unit in Los Angeles,4.67,0,2,1
16561038,109071602,Luke,Hollywood Hills,Entire home/apt,1000,30,6,0,Rental unit in Los Angeles,4.83,1,1,1
16561730,109077809,Judy,Beverly Grove,Entire home/apt,100,31,8,346,Condo in West Hollywood,5.0,0,1,1
16636942,40819,Bora,Hollywood,Entire home/apt,75,31,20,42,Bungalow in Los Angeles,4.75,1,1,1
16638219,5990891,Jone,Eagle Rock,Entire home/apt,125,30,45,125,Rental unit in Los Angeles,4.80,1,1,1
16568812,12433164,Ana & Edgar,Carthay,Private room,72,30,219,365,Home in Los Angeles,4.70,1,1,2
16642172,96220702,Juan,Watts,Shared room,13,30,17,365,Guesthouse in Los Angeles,4.53,1,4,1.5
16569974,1561605,Phillip,Del Rey,Entire home/apt,140,30,2,337,Guesthouse in Los Angeles,1 bedroom,,1,1
16642424,109335480,Md Tanvir,Van Nuys,Shared room,590,30,0,0,Home in Los Angeles,1 bedroom,,3,2
16570387,106980640,Rose,Westlake,Private room,30,30,1,365,Rental unit in Los Angeles,1 bedroom,,,1
16573467,101576731,Fausto,Sawtelle,Entire home/apt,135,30,185,0,Rental unit in Los Angeles,4.85,1,1,1
16577628,21236506,Ashley,Valley Village,Private room,55,30,41,0,Home in Los Angeles,4.90,1,2,1
16577739,21236506,Ashley,Valley Village,Shared room,47,30,22,0,Home in Los Angeles,4.91,1,2,1
16579057,3294402,Jeremy,Elysian Park,Entire home/apt,94,30,194,338,Rental unit in Los Angeles,4.75,1,1,1
16657164,11287796,Elizabeth,Pico-Robertson,Entire home/apt,155,2,1,0,Rental unit in Beverly Hills,2 bedrooms,,3,2
16587407,437916,Super Host - Karen And Jon,Downtown,Entire home/apt,98,30,13,0,Rental unit in Los Angeles,5.0,2,2,1
16590090,109407921,Doug,Fairfax,Entire home/apt,125,30,154,202,Guesthouse in Los Angeles,4.98,1,1,1
16660782,80575009,Aleksandra,Downtown,Entire home/apt,133,2,194,318,Rental unit in Los Angeles,4.73,2,2,1
16596868,109478046,David,North Hollywood,Private room,60,30,17,89,Home in Los Angeles,4.65,1,1,1.5
16661893,84144003,Mel,Downtown,Entire home/apt,138,2,182,0,Rental unit in Los Angeles,4.52,2,3,1
16662334,5938237,Serena,Hollywood Hills,Entire home/apt,221,3,11,159,Home in Los Angeles,5.0,2,2,1.5
16794235,105857834,Jill,Hollywood Hills,Entire home/apt,225,30,69,269,Home in Los Angeles,4.90,3,3,3
16664979,110216165,Brandon,Eagle Rock,Entire home/apt,136,4,56,145,Bungalow in Los Angeles,4.91,1,1,2
16665660,71805340,Azy,Jefferson Park,Private room,66,30,9,339,Home in Los Angeles,4.56,1,1,1
16811807,15698675,James,Hollywood Hills,Entire home/apt,750,2,15,361,Home in Los Angeles,4.87,4,4,4.5
16667001,4867751,Steven,Silver Lake,Entire home/apt,149,30,157,215,Home in Los Angeles,5.0,1,1,1
16812540,111820964,Tom,Venice,Private room,129,30,5,0,Bungalow in Los Angeles,5.0,1,1,1
16673940,110317837,Olga,Hollywood Hills West,Entire home/apt,990,30,0,364,Home in Los Angeles,2 bedrooms,,4,2.5
16813596,36895248,Jeff,Venice,Entire home/apt,475,2,51,0,Guesthouse in Los Angeles,4.57,1,1,1
16814587,111845889,Kelly,Highland Park,Entire home/apt,125,30,5,0,Home in Los Angeles,5.0,1,3,1
16676318,110347335,Hedy,Pacific Palisades,Entire home/apt,220,2,370,266,Guesthouse in Los Angeles,4.97,0,2,1
16824550,37269898,Abdul,Westchester,Entire home/apt,90,30,302,217,Rental unit in Los Angeles,4.79,0,2,1
16825095,3677144,Manager,Hollywood Hills,Entire home/apt,589,3,6,177,Home in Los Angeles,4.83,3,5,3.5
16828390,61720332,Amin,Tarzana,Private room,89,5,22,145,Home in Los Angeles,5.0,2,1,1
16685152,78921524,David,Fairfax,Private room,199,30,22,0,Home in Los Angeles,4.95,1,1,1
16689281,46976086,Fara,Woodland Hills,Entire home/apt,79,31,51,341,Condo in Woodland Hills,4.82,0,1,1
16690525,106657586,Dinah,Koreatown,Entire home/apt,99,30,15,0,Rental unit in Los Angeles,4.93,1,1,1
16842869,94078217,Mark & Stephanie,Mid-Wilshire,Private room,180,5,261,169,Guest suite in Los Angeles,5.0,1,1,1
16844119,2050241,Erik,Mid-City,Shared room,30,30,0,0,Home in Los Angeles,1 bedroom,,1,1
16694939,35251567,Kelly And Edgar,Mar Vista,Entire home/apt,147,2,509,140,Guesthouse in Los Angeles,4.97,0,1,1
16846480,56925947,Shawnee,Venice,Entire home/apt,495,3,8,242,Home in Los Angeles,5.0,2,2,2
16703534,110652564,Ida,Studio City,Private room,88,30,19,362,Home in Los Angeles,4.95,1,1,1
16855887,112276143,Julie,Del Rey,Entire home/apt,120,30,0,87,Guesthouse in Los Angeles,1 bedroom,,1,1
16709893,52722747,Sabrina,Sawtelle,Entire home/apt,85,60,0,0,Rental unit in Los Angeles,2 bedrooms,,2,2
16857801,30572195,Lilly,Hollywood,Entire home/apt,125,30,53,0,Rental unit in Los Angeles,4.47,2,2,1
16858198,21705761,Jonathan,Fairfax,Entire home/apt,190,30,0,0,Rental unit in Los Angeles,2 bedrooms,,2,2
16718935,45077463,Alex,Mid-City,Entire home/apt,95,60,18,275,Townhouse in Los Angeles,5.0,1,1,1
16858293,13100870,Leah,Glassell Park,Entire home/apt,150,30,38,90,Guest suite in Los Angeles,4.87,1,3,1
16722269,70361035,Mikaela,Silver Lake,Entire home/apt,130,30,7,142,Rental unit in Los Angeles,4.86,1,1,1
16860035,33949965,Daniel,Sherman Oaks,Entire home/apt,80,30,3,0,Rental unit in Los Angeles,4.67,1,2,1
16722520,110086797,Daniel,Venice,Entire home/apt,159,30,312,0,Rental unit in Los Angeles County,4.54,0,2,1
16862325,112353055,Cheryl,Studio City,Private room,85,2,89,30,Townhouse in Los Angeles,4.96,1,1,1
16722856,13900562,Spirit,Mid-Wilshire,Private room,150,30,2,0,Rental unit in Los Angeles,1 bedroom,,1,1
16867836,34944056,Jenny,Northridge,Entire home/apt,79,30,96,334,Guesthouse in Los Angeles,4.86,1,1,1
16724548,51535387,Susan,Mar Vista,Entire home/apt,111,30,30,179,Guesthouse in Los Angeles,4.90,0,1,1
16872492,17849093,Loni,Hollywood Hills,Entire home/apt,420,30,320,333,Home in Los Angeles,4.80,2,2,2
16737148,5681634,Charles,Venice,Entire home/apt,83,31,176,195,Guesthouse in Los Angeles,4.78,1,1,1
16874121,112463864,Workaholics House,Van Nuys,Entire home/apt,199,30,141,337,Guesthouse in Los Angeles,4.96,1,1,1
16895891,4024470,Eddie,Exposition Park,Shared room,35,30,0,365,Home in Los Angeles,1 bedroom,,12,2.5
16758152,37104322,Sara,Hollywood,Entire home/apt,171,30,0,0,Rental unit in Los Angeles,Studio,,1,1
16896593,4024470,Eddie,Exposition Park,Shared room,35,30,0,365,Home in Los Angeles,1 bedroom,,12,2.5
16897279,4024470,Eddie,Exposition Park,Private room,850,30,3,365,Home in Los Angeles,5.0,1,2,2.5
16897539,4467660,Scott,Silver Lake,Private room,55,30,252,247,Home in Los Angeles,4.55,1,1,1
16769225,24860697,Allegra & Pete,Mount Washington,Private room,70,3,179,14,Home in Los Angeles,4.93,1,1,1
16778616,38577335,Liz,Hollywood Hills West,Entire home/apt,280,4,4,0,Guest suite in Los Angeles,5.0,0,1,1
16779875,111446299,Mikari,Mid-Wilshire,Private room,70,365,0,0,Rental unit in Los Angeles,1 bedroom,,1,1
16785389,32878131,Michelle,Playa del Rey,Private room,10000,35,0,365,Treehouse in Los Angeles,1 bedroom,,1,1
16915332,112948003,Domenico,Hollywood Hills West,Entire home/apt,120,30,45,179,Guest suite in Los Angeles,4.73,1,1,1
16985679,9171,Sanni,Del Rey,Private room,57,30,226,150,Earthen home in Los Angeles,4.80,1,2,1
16996977,87865205,Travis,Brentwood,Entire home/apt,500,30,2,0,Condo in Los Angeles,1 bedroom,,1,1
16930987,66110757,Frank,Venice,Entire home/apt,200,365,64,179,Rental unit in Marina del Rey,4.75,0,1,1
16931305,3247853,Mile,Westwood,Private room,80,30,32,0,Rental unit in Los Angeles,4.81,2,1,1
16999875,1766888,Marcelo,Woodland Hills,Entire home/apt,209,3,141,140,Home in Los Angeles,4.84,3,5,2.5
16933988,75277436,Jennifer,Westwood,Entire home/apt,125,30,183,259,Rental unit in Los Angeles,4.87,1,1,1
17000038,19983048,Ethan,Montecito Heights,Entire home/apt,164,1,467,0,Guest suite in Los Angeles,4.89,1,2,1
17013008,4486919,George,Westwood,Entire home/apt,65,30,1,0,Rental unit in Los Angeles,Studio,,1,1
17015440,3907271,Bre,Hollywood Hills,Entire home/apt,375,3,94,356,Villa in Los Angeles,4.73,5,8,3
17015994,114101100,Pat,Palms,Entire home/apt,150,30,116,110,Rental unit in Los Angeles,4.84,2,2,1
16946634,25714512,Bret,Playa del Rey,Entire home/apt,175,30,15,363,Condo in Los Angeles,4.87,1,1,1
17025789,60971,Foxden Hospitality,Venice,Entire home/apt,597,2,221,345,Home in Venice,4.91,2,2,2
16947932,103894453,Cristy,West Los Angeles,Entire home/apt,519,3,3,179,Rental unit in Los Angeles,5.0,3,4,3
16948000,103894453,Cristy,West Los Angeles,Private room,150,30,0,365,Home in Los Angeles,1 bedroom,,1,1
17025795,47063998,Laurent & Melanie,Mar Vista,Entire home/apt,123,2,136,0,Guesthouse in Los Angeles,4.86,1,2,1
16959968,91016926,Ivan,Mid-City,Private room,35,30,33,0,Rental unit in Los Angeles,4.67,1,1,2
17029094,112148248,Alejandro,Leimert Park,Entire home/apt,108,30,25,158,Townhouse in Los Angeles,4.56,2,2,1
16960266,58020560,Phillip,Hollywood,Entire home/apt,74,31,80,351,Rental unit in LOS ANGELES,4.53,1,2,1
16961287,101380848,Erez,Hollywood Hills West,Entire home/apt,850,31,1,364,Home in Los Angeles,3 bedrooms,,3,3
17035963,114313719,B,Mid-City,Entire home/apt,340,3,38,329,Home in Los Angeles,4.87,2,5,1
16961883,113423580,Bev,Mid-Wilshire,Entire home/apt,120,30,79,179,Rental unit in Los Angeles,4.92,2,2,1
16964513,58056241,Jad,Westwood,Entire home/apt,159,200,5,90,Rental unit in Los Angeles,4.80,2,4,2
17041027,5940402,Meagan,Highland Park,Entire home/apt,106,30,132,165,Guesthouse in Los Angeles,4.99,1,2,1
17044797,5599566,Laura Bell,Los Feliz,Entire home/apt,133,30,52,150,Guesthouse in Los Angeles,4.60,1,2,1
16974789,20450752,Pierre & George,Tarzana,Entire home/apt,85,30,24,32,Guesthouse in Los Angeles,4.96,0,1,1
17044839,20116615,John,Silver Lake,Entire home/apt,69,30,2,0,Rental unit in Los Angeles,1 bedroom,,1,1
16978519,86769072,Devin,Hollywood,Entire home/apt,109,31,143,0,Rental unit in Los Angeles,4.45,1,2,1
16982251,113669448,Nika,Venice,Entire home/apt,75,30,262,230,Tiny home in Los Angeles,4.86,1,1,1.5
17047221,13585136,Rasmus,Fairfax,Entire home/apt,185,30,47,333,Rental unit in Los Angeles,4.98,3,3,2
17049204,5203056,Len,Woodland Hills,Shared room,176,30,1,0,Rental unit in Los Angeles,1 bedroom,,1,1
17096999,53482188,Melinda,Downtown,Entire home/apt,181,30,0,0,Place to stay in Los Angeles,1 bed,,,1
17097814,73979465,Pei & Hans,Westchester,Entire home/apt,70,30,259,229,Home in Los Angeles,4.88,1,2,1
17251398,10264413,Dana,Brentwood,Entire home/apt,92,30,8,0,Rental unit in Los Angeles,4.75,0,1,1
17251889,48585078,Margo & Carol,Hancock Park,Private room,135,3,46,76,Home in Los Angeles,4.89,1,1,1
17252724,100665214,Teod,Eagle Rock,Private room,46,30,66,98,Home in Los Angeles,4.85,2,1,1
17253519,90057951,Barry,Silver Lake,Entire home/apt,149,30,96,180,Rental unit in Los Angeles,4.95,1,1,1
17254128,23399216,Eva,Del Rey,Entire home/apt,125,1,647,344,Guest suite in Culver City,4.92,1,2,1
17255382,37514628,Andrew,Jefferson Park,Private room,85,30,71,269,Home in Los Angeles,4.73,1,1,1
17122853,18891062,Effi,Beverly Crest,Entire home/apt,741,3,195,352,Home in Los Angeles,4.94,3,3,3
17258065,47288915,Viviana,Sherman Oaks,Entire home/apt,129,2,278,64,Guesthouse in Los Angeles,4.97,0,1,1
17126028,78921524,David,Fairfax,Private room,79,30,67,0,Home in Los Angeles,4.78,2,1,1
17270199,116447499,Randy,Venice,Entire home/apt,250,5,389,0,Guest suite in Los Angeles,4.99,1,2,1
17282039,116557851,Tonya,West Adams,Entire home/apt,99,10,100,130,Guesthouse in Los Angeles,4.92,1,1,1
17283391,89949883,Olga,Beverly Grove,Entire home/apt,89,30,4,0,Rental unit in West Hollywood,4.75,0,1,1
17284933,48877556,TenTen Wilshire,Westlake,Private room,400,30,68,0,Boutique hotel in Los Angeles,4.81,0,1,1
17285065,48877556,TenTen Wilshire,Westlake,Private room,600,30,66,0,Boutique hotel in Los Angeles,4.86,2,2,1
17295448,4656446,Air Concierge,Venice,Entire home/apt,626,30,164,238,Home in Marina del Rey,4.74,4,6,3
17140509,51107329,Adriana,Playa del Rey,Entire home/apt,559,4,33,0,Vacation home in Los Angeles,4.91,3,3,4
17142595,29181924,Courtney,Venice,Entire home/apt,529,7,34,330,Home in Venice,4.82,3,6,2.5
17300196,116718862,Rob,Westwood,Entire home/apt,150,30,1,363,Rental unit in Los Angeles,1 bedroom,,1,1
17143457,54108688,Derrick,Toluca Lake,Entire home/apt,135,30,72,167,Guesthouse in Los Angeles,4.99,0,1,1
17143834,7097097,Mike,Venice,Entire home/apt,347,3,410,0,Rental unit in Los Angeles,4.87,2,4,2
17303700,110176785,Trevis,Tarzana,Shared room,60,37,0,0,Home in Tarzana,1 bedroom,,1,1.5
17152840,115348464,Danielle,Venice,Entire home/apt,150,30,15,91,Guest suite in Venice,5.0,1,1,1
17153507,104613882,Ron,North Hollywood,Entire home/apt,86,30,289,365,Guesthouse in North Hollywood,4.79,0,,1
17306825,5483083,Matthew,Brentwood,Private room,50,30,34,0,Rental unit in Los Angeles,4.68,1,1,1
17156353,115376539,Miguel,El Sereno,Private room,55,31,16,121,Condo in Los Angeles,4.94,1,2,1
17156730,115376539,Miguel,El Sereno,Private room,145,30,34,179,Condo in Los Angeles,4.82,2,2,1
17317559,116874009,Charles,Glassell Park,Entire home/apt,90,30,0,0,Rental unit in Los Angeles,1 bedroom,,1,1
17319362,116896254,Antoinette,Sawtelle,Private room,51,30,49,68,Condo in Los Angeles,4.82,1,1,1
17157247,8209732,Skylar,North Hollywood,Entire home/apt,135,30,3,0,Bungalow in Los Angeles,5.0,1,1,1
17328378,36175495,Tiffani,Hollywood,Entire home/apt,169,30,2,0,Rental unit in Los Angeles,Studio,,1,1
17157943,98851773,Jill,Westwood,Entire home/apt,339,2,195,181,Home in Los Angeles,4.96,3,6,2
17332250,109827722,Karen,Playa Vista,Private room,139,30,3,0,Rental unit in Los Angeles,5.0,2,2,2
17160695,115376539,Miguel,El Sereno,Private room,42,31,10,362,Condo in Los Angeles,4.80,1,1,1
17161395,71051316,Linda,Northridge,Entire home/apt,110,2,170,66,Cottage in Los Angeles,4.94,1,1,1
17175597,7319183,Five Star Rentals ⭐️⭐️⭐️⭐️⭐️,Atwater Village,Entire home/apt,155,30,236,77,Guest suite in Los Angeles,4.82,2,2,1
17349615,36744431,Diana,Montecito Heights,Entire home/apt,95,30,124,351,Guesthouse in Los Angeles,4.80,0,1,1
17176770,6934019,Ellington,Silver Lake,Entire home/apt,120,30,25,365,Home in Los Angeles,4.84,0,1,1
17359485,170458,Maria,Pacoima,Entire home/apt,187,1,109,0,Home in Los Angeles,4.82,3,4,2
17177688,55831336,Matt,Echo Park,Entire home/apt,163,31,191,136,Home in Los Angeles,4.91,2,2,2
17365580,13604205,Raymond,Historic South-Central,Private room,59,30,60,0,Home in Los Angeles,4.60,1,1,1
17187498,74160933,Alison,Encino,Entire home/apt,94,30,230,0,Guest suite in Los Angeles,4.71,0,3,1
17189644,55831336,Matt,Echo Park,Entire home/apt,170,30,133,86,Bungalow in Los Angeles,4.86,2,3,2
17191522,50314315,Claudius,Pico-Union,Private room,40,31,184,215,Home in Los Angeles,4.78,1,1,2
17191764,9968480,Tyler,Hollywood,Entire home/apt,200,30,0,0,Home in Los Angeles,1 bedroom,,2,1
17384568,54638592,Shady,Carthay,Entire home/apt,125,30,68,63,Guest suite in Los Angeles,4.76,1,1,1
